userid,review,compound_score
8453,"Very useful app, helped me a lot.",0.4927
8454,"Affordable and reliable, worth it.",0.2263
8457,"Excellent design, works smoothly.",0.5719
8458,Did not meet my expectations.,0.0
8460,"Average app, could use more features.",0.0
8462,"Good experience overall, but UI can improve.",0.7003
8464,Great customer support and easy to use.,0.8658
8467,Great customer support and easy to use.,0.8658
8468,Did not meet my expectations.,0.0
8469,"Not satisfied with performance, too many bugs.",-0.3252
8476,"Fantastic app, highly recommend!",0.7707
8484,"Not satisfied with performance, too many bugs.",-0.3252
8489,"Average app, could use more features.",0.0
8490,"Very useful app, helped me a lot.",0.4927
8491,"Affordable and reliable, worth it.",0.2263
8492,"Fantastic app, highly recommend!",0.7707
8494,"Very useful app, helped me a lot.",0.4927
8495,Did not meet my expectations.,0.0
8500,"Not satisfied with performance, too many bugs.",-0.3252
8504,"Excellent design, works smoothly.",0.5719
8505,"Affordable and reliable, worth it.",0.2263
8506,Did not meet my expectations.,0.0
8512,Great customer support and easy to use.,0.8658
8514,"Very useful app, helped me a lot.",0.4927
8515,"Affordable and reliable, worth it.",0.2263
8519,"Good experience overall, but UI can improve.",0.7003
8524,"Affordable and reliable, worth it.",0.2263
8527,Great customer support and easy to use.,0.8658
8529,Did not meet my expectations.,0.0
8530,"Excellent design, works smoothly.",0.5719
8531,"Average app, could use more features.",0.0
8532,"Affordable and reliable, worth it.",0.2263
8542,"Good experience overall, but UI can improve.",0.7003
8546,"Too many crashes, needs urgent updates.",0.2023
8548,"Very useful app, helped me a lot.",0.4927
8550,"Not satisfied with performance, too many bugs.",-0.3252
8553,Did not meet my expectations.,0.0
8555,"Too many crashes, needs urgent updates.",0.2023
8556,"Good experience overall, but UI can improve.",0.7003
8557,"Good experience overall, but UI can improve.",0.7003
8562,"Very useful app, helped me a lot.",0.4927
8564,"Affordable and reliable, worth it.",0.2263
8569,"Average app, could use more features.",0.0
8572,"Affordable and reliable, worth it.",0.2263
8574,"Too many crashes, needs urgent updates.",0.2023
8575,"Fantastic app, highly recommend!",0.7707
8577,Did not meet my expectations.,0.0
8580,"Not satisfied with performance, too many bugs.",-0.3252
8581,"Affordable and reliable, worth it.",0.2263
8583,"Affordable and reliable, worth it.",0.2263
8589,"Very useful app, helped me a lot.",0.4927
8591,"Average app, could use more features.",0.0
8592,"Good experience overall, but UI can improve.",0.7003
8596,"Very useful app, helped me a lot.",0.4927
8599,Great customer support and easy to use.,0.8658
8601,"Not satisfied with performance, too many bugs.",-0.3252
8602,"Very useful app, helped me a lot.",0.4927
8605,"Very useful app, helped me a lot.",0.4927
8609,"Fantastic app, highly recommend!",0.7707
8612,"Good experience overall, but UI can improve.",0.7003
8613,"Average app, could use more features.",0.0
8614,"Very useful app, helped me a lot.",0.4927
8615,Did not meet my expectations.,0.0
8616,"Very useful app, helped me a lot.",0.4927
8626,Great customer support and easy to use.,0.8658
8627,"Very useful app, helped me a lot.",0.4927
8630,Great customer support and easy to use.,0.8658
8643,Did not meet my expectations.,0.0
8644,"Good experience overall, but UI can improve.",0.7003
8645,Great customer support and easy to use.,0.8658
8647,"Average app, could use more features.",0.0
8648,Great customer support and easy to use.,0.8658
8649,"Average app, could use more features.",0.0
8650,"Good experience overall, but UI can improve.",0.7003
8655,"Fantastic app, highly recommend!",0.7707
8659,"Fantastic app, highly recommend!",0.7707
8664,Did not meet my expectations.,0.0
8666,"Fantastic app, highly recommend!",0.7707
8668,"Average app, could use more features.",0.0
8672,"Not satisfied with performance, too many bugs.",-0.3252
8674,"Good experience overall, but UI can improve.",0.7003
8676,"Too many crashes, needs urgent updates.",0.2023
8677,"Good experience overall, but UI can improve.",0.7003
8678,Did not meet my expectations.,0.0
8680,"Too many crashes, needs urgent updates.",0.2023
8681,"Excellent design, works smoothly.",0.5719
8683,"Good experience overall, but UI can improve.",0.7003
8684,Great customer support and easy to use.,0.8658
8685,"Fantastic app, highly recommend!",0.7707
8687,"Excellent design, works smoothly.",0.5719
8688,Did not meet my expectations.,0.0
8691,"Average app, could use more features.",0.0
8695,Did not meet my expectations.,0.0
8697,"Fantastic app, highly recommend!",0.7707
8699,Did not meet my expectations.,0.0
8700,"Not satisfied with performance, too many bugs.",-0.3252
8705,"Not satisfied with performance, too many bugs.",-0.3252
8707,Great customer support and easy to use.,0.8658
8712,"Fantastic app, highly recommend!",0.7707
8716,"Fantastic app, highly recommend!",0.7707
8717,"Not satisfied with performance, too many bugs.",-0.3252
8720,"Affordable and reliable, worth it.",0.2263
8724,"Excellent design, works smoothly.",0.5719
8725,"Affordable and reliable, worth it.",0.2263
8733,"Very useful app, helped me a lot.",0.4927
8740,"Not satisfied with performance, too many bugs.",-0.3252
8741,"Very useful app, helped me a lot.",0.4927
8744,"Not satisfied with performance, too many bugs.",-0.3252
8751,"Affordable and reliable, worth it.",0.2263
8753,"Not satisfied with performance, too many bugs.",-0.3252
8754,Great customer support and easy to use.,0.8658
8761,"Good experience overall, but UI can improve.",0.7003
8763,"Average app, could use more features.",0.0
8772,"Affordable and reliable, worth it.",0.2263
8775,Great customer support and easy to use.,0.8658
8777,"Good experience overall, but UI can improve.",0.7003
8778,"Very useful app, helped me a lot.",0.4927
8783,Great customer support and easy to use.,0.8658
8787,"Good experience overall, but UI can improve.",0.7003
8789,"Average app, could use more features.",0.0
8791,Did not meet my expectations.,0.0
8792,Great customer support and easy to use.,0.8658
8798,"Affordable and reliable, worth it.",0.2263
8799,"Average app, could use more features.",0.0
8807,"Good experience overall, but UI can improve.",0.7003
8809,Great customer support and easy to use.,0.8658
8813,"Excellent design, works smoothly.",0.5719
8816,"Affordable and reliable, worth it.",0.2263
8817,"Fantastic app, highly recommend!",0.7707
8820,"Very useful app, helped me a lot.",0.4927
8824,"Average app, could use more features.",0.0
8830,"Good experience overall, but UI can improve.",0.7003
8831,Did not meet my expectations.,0.0
8835,"Fantastic app, highly recommend!",0.7707
8837,Great customer support and easy to use.,0.8658
8838,Great customer support and easy to use.,0.8658
8839,Did not meet my expectations.,0.0
8840,"Good experience overall, but UI can improve.",0.7003
8842,"Not satisfied with performance, too many bugs.",-0.3252
8845,"Excellent design, works smoothly.",0.5719
8847,"Excellent design, works smoothly.",0.5719
8854,"Not satisfied with performance, too many bugs.",-0.3252
8858,"Very useful app, helped me a lot.",0.4927
8859,"Not satisfied with performance, too many bugs.",-0.3252
8860,"Fantastic app, highly recommend!",0.7707
8861,"Not satisfied with performance, too many bugs.",-0.3252
8867,"Good experience overall, but UI can improve.",0.7003
8870,"Very useful app, helped me a lot.",0.4927
8876,"Fantastic app, highly recommend!",0.7707
8878,"Excellent design, works smoothly.",0.5719
8879,"Excellent design, works smoothly.",0.5719
8882,"Not satisfied with performance, too many bugs.",-0.3252
8883,"Too many crashes, needs urgent updates.",0.2023
8885,"Affordable and reliable, worth it.",0.2263
8888,"Too many crashes, needs urgent updates.",0.2023
8898,"Affordable and reliable, worth it.",0.2263
8908,"Affordable and reliable, worth it.",0.2263
8909,"Affordable and reliable, worth it.",0.2263
8912,"Too many crashes, needs urgent updates.",0.2023
8915,"Good experience overall, but UI can improve.",0.7003
8918,"Very useful app, helped me a lot.",0.4927
8923,"Good experience overall, but UI can improve.",0.7003
8924,"Fantastic app, highly recommend!",0.7707
8927,"Too many crashes, needs urgent updates.",0.2023
8930,"Good experience overall, but UI can improve.",0.7003
8931,"Affordable and reliable, worth it.",0.2263
8932,"Average app, could use more features.",0.0
8935,"Average app, could use more features.",0.0
8937,"Excellent design, works smoothly.",0.5719
8944,"Too many crashes, needs urgent updates.",0.2023
8949,"Excellent design, works smoothly.",0.5719
8951,"Affordable and reliable, worth it.",0.2263
8954,"Good experience overall, but UI can improve.",0.7003
8960,"Excellent design, works smoothly.",0.5719
8962,"Too many crashes, needs urgent updates.",0.2023
8964,"Affordable and reliable, worth it.",0.2263
8966,Great customer support and easy to use.,0.8658
8967,"Good experience overall, but UI can improve.",0.7003
8969,"Good experience overall, but UI can improve.",0.7003
8972,"Good experience overall, but UI can improve.",0.7003
8975,"Too many crashes, needs urgent updates.",0.2023
8977,Great customer support and easy to use.,0.8658
8979,Did not meet my expectations.,0.0
8980,Great customer support and easy to use.,0.8658
8981,"Too many crashes, needs urgent updates.",0.2023
8983,"Good experience overall, but UI can improve.",0.7003
8985,"Not satisfied with performance, too many bugs.",-0.3252
8986,"Not satisfied with performance, too many bugs.",-0.3252
8988,"Not satisfied with performance, too many bugs.",-0.3252
8989,"Good experience overall, but UI can improve.",0.7003
8992,Did not meet my expectations.,0.0
8993,"Affordable and reliable, worth it.",0.2263
8997,"Good experience overall, but UI can improve.",0.7003
8998,"Good experience overall, but UI can improve.",0.7003
8999,"Good experience overall, but UI can improve.",0.7003
9000,Great customer support and easy to use.,0.8658
9001,"Too many crashes, needs urgent updates.",0.2023
9004,"Too many crashes, needs urgent updates.",0.2023
9009,Great customer support and easy to use.,0.8658
9012,"Too many crashes, needs urgent updates.",0.2023
9016,"Average app, could use more features.",0.0
9020,Did not meet my expectations.,0.0
9021,"Not satisfied with performance, too many bugs.",-0.3252
9033,Great customer support and easy to use.,0.8658
9035,"Average app, could use more features.",0.0
9038,"Not satisfied with performance, too many bugs.",-0.3252
9039,"Too many crashes, needs urgent updates.",0.2023
9040,"Average app, could use more features.",0.0
9041,"Very useful app, helped me a lot.",0.4927
9042,"Affordable and reliable, worth it.",0.2263
9044,Did not meet my expectations.,0.0
9046,"Average app, could use more features.",0.0
9048,"Fantastic app, highly recommend!",0.7707
9050,"Excellent design, works smoothly.",0.5719
9054,"Average app, could use more features.",0.0
9062,"Excellent design, works smoothly.",0.5719
9065,"Good experience overall, but UI can improve.",0.7003
9068,Did not meet my expectations.,0.0
9071,"Fantastic app, highly recommend!",0.7707
9074,"Very useful app, helped me a lot.",0.4927
9075,"Not satisfied with performance, too many bugs.",-0.3252
9076,"Affordable and reliable, worth it.",0.2263
9084,"Excellent design, works smoothly.",0.5719
9089,"Not satisfied with performance, too many bugs.",-0.3252
9092,"Fantastic app, highly recommend!",0.7707
9094,"Excellent design, works smoothly.",0.5719
9095,"Excellent design, works smoothly.",0.5719
9096,"Too many crashes, needs urgent updates.",0.2023
9097,"Average app, could use more features.",0.0
9101,"Excellent design, works smoothly.",0.5719
9105,Great customer support and easy to use.,0.8658
9111,"Average app, could use more features.",0.0
9122,"Average app, could use more features.",0.0
9128,"Very useful app, helped me a lot.",0.4927
9130,"Average app, could use more features.",0.0
9131,"Not satisfied with performance, too many bugs.",-0.3252
9134,"Fantastic app, highly recommend!",0.7707
9137,"Very useful app, helped me a lot.",0.4927
9139,"Not satisfied with performance, too many bugs.",-0.3252
9144,Great customer support and easy to use.,0.8658
9145,"Not satisfied with performance, too many bugs.",-0.3252
9146,"Too many crashes, needs urgent updates.",0.2023
9147,"Average app, could use more features.",0.0
9153,"Very useful app, helped me a lot.",0.4927
9157,"Very useful app, helped me a lot.",0.4927
9161,"Average app, could use more features.",0.0
9163,Did not meet my expectations.,0.0
9165,"Very useful app, helped me a lot.",0.4927
9166,"Very useful app, helped me a lot.",0.4927
9172,"Average app, could use more features.",0.0
9177,Did not meet my expectations.,0.0
9178,"Not satisfied with performance, too many bugs.",-0.3252
9179,"Good experience overall, but UI can improve.",0.7003
9181,"Excellent design, works smoothly.",0.5719
9187,Did not meet my expectations.,0.0
9189,"Good experience overall, but UI can improve.",0.7003
9191,Did not meet my expectations.,0.0
9194,"Too many crashes, needs urgent updates.",0.2023
9197,"Not satisfied with performance, too many bugs.",-0.3252
9200,"Too many crashes, needs urgent updates.",0.2023
9203,"Fantastic app, highly recommend!",0.7707
9204,"Average app, could use more features.",0.0
9208,"Fantastic app, highly recommend!",0.7707
9209,"Affordable and reliable, worth it.",0.2263
9212,"Good experience overall, but UI can improve.",0.7003
9214,"Very useful app, helped me a lot.",0.4927
9216,"Average app, could use more features.",0.0
9217,Did not meet my expectations.,0.0
9220,"Affordable and reliable, worth it.",0.2263
9223,"Average app, could use more features.",0.0
9224,"Very useful app, helped me a lot.",0.4927
9227,"Excellent design, works smoothly.",0.5719
9229,"Fantastic app, highly recommend!",0.7707
9232,"Not satisfied with performance, too many bugs.",-0.3252
9233,"Too many crashes, needs urgent updates.",0.2023
9241,"Fantastic app, highly recommend!",0.7707
9243,"Good experience overall, but UI can improve.",0.7003
9245,"Not satisfied with performance, too many bugs.",-0.3252
9246,"Too many crashes, needs urgent updates.",0.2023
9249,"Too many crashes, needs urgent updates.",0.2023
9250,"Affordable and reliable, worth it.",0.2263
9251,"Not satisfied with performance, too many bugs.",-0.3252
9254,"Affordable and reliable, worth it.",0.2263
9255,"Affordable and reliable, worth it.",0.2263
9257,"Good experience overall, but UI can improve.",0.7003
9262,Great customer support and easy to use.,0.8658
9264,"Excellent design, works smoothly.",0.5719
9268,Did not meet my expectations.,0.0
9270,"Too many crashes, needs urgent updates.",0.2023
9283,"Fantastic app, highly recommend!",0.7707
9285,"Average app, could use more features.",0.0
9297,"Average app, could use more features.",0.0
9303,"Good experience overall, but UI can improve.",0.7003
9309,"Affordable and reliable, worth it.",0.2263
9313,Did not meet my expectations.,0.0
9318,"Too many crashes, needs urgent updates.",0.2023
9320,"Good experience overall, but UI can improve.",0.7003
9326,"Not satisfied with performance, too many bugs.",-0.3252
9327,"Not satisfied with performance, too many bugs.",-0.3252
9335,"Very useful app, helped me a lot.",0.4927
9336,"Average app, could use more features.",0.0
9340,"Affordable and reliable, worth it.",0.2263
9341,"Too many crashes, needs urgent updates.",0.2023
9342,Great customer support and easy to use.,0.8658
9343,"Good experience overall, but UI can improve.",0.7003
9345,"Too many crashes, needs urgent updates.",0.2023
9347,"Average app, could use more features.",0.0
9350,"Affordable and reliable, worth it.",0.2263
9353,"Fantastic app, highly recommend!",0.7707
9356,"Affordable and reliable, worth it.",0.2263
9361,"Not satisfied with performance, too many bugs.",-0.3252
9362,"Too many crashes, needs urgent updates.",0.2023
9364,"Excellent design, works smoothly.",0.5719
9365,"Affordable and reliable, worth it.",0.2263
9366,"Too many crashes, needs urgent updates.",0.2023
9369,Did not meet my expectations.,0.0
9370,"Excellent design, works smoothly.",0.5719
9372,"Affordable and reliable, worth it.",0.2263
9376,"Affordable and reliable, worth it.",0.2263
9379,"Very useful app, helped me a lot.",0.4927
9380,"Affordable and reliable, worth it.",0.2263
9385,"Affordable and reliable, worth it.",0.2263
9387,"Affordable and reliable, worth it.",0.2263
9389,"Very useful app, helped me a lot.",0.4927
9393,Great customer support and easy to use.,0.8658
9394,Did not meet my expectations.,0.0
9396,"Not satisfied with performance, too many bugs.",-0.3252
9401,"Not satisfied with performance, too many bugs.",-0.3252
9402,"Good experience overall, but UI can improve.",0.7003
9410,"Fantastic app, highly recommend!",0.7707
9411,"Very useful app, helped me a lot.",0.4927
9413,"Average app, could use more features.",0.0
9416,"Not satisfied with performance, too many bugs.",-0.3252
9417,Did not meet my expectations.,0.0
9419,"Good experience overall, but UI can improve.",0.7003
9425,Did not meet my expectations.,0.0
9429,"Excellent design, works smoothly.",0.5719
9434,Did not meet my expectations.,0.0
9438,"Good experience overall, but UI can improve.",0.7003
9445,"Very useful app, helped me a lot.",0.4927
9450,"Too many crashes, needs urgent updates.",0.2023
9452,"Excellent design, works smoothly.",0.5719
9453,"Not satisfied with performance, too many bugs.",-0.3252
9455,"Too many crashes, needs urgent updates.",0.2023
9456,Did not meet my expectations.,0.0
9459,"Good experience overall, but UI can improve.",0.7003
9460,Did not meet my expectations.,0.0
9461,"Very useful app, helped me a lot.",0.4927
9464,Great customer support and easy to use.,0.8658
9468,"Affordable and reliable, worth it.",0.2263
9475,"Excellent design, works smoothly.",0.5719
9478,Great customer support and easy to use.,0.8658
9480,"Affordable and reliable, worth it.",0.2263
9482,"Average app, could use more features.",0.0
9484,"Good experience overall, but UI can improve.",0.7003
9485,"Fantastic app, highly recommend!",0.7707
9487,Did not meet my expectations.,0.0
9488,"Very useful app, helped me a lot.",0.4927
9489,"Affordable and reliable, worth it.",0.2263
9493,"Average app, could use more features.",0.0
9496,"Excellent design, works smoothly.",0.5719
9497,"Good experience overall, but UI can improve.",0.7003
9508,Did not meet my expectations.,0.0
9513,"Very useful app, helped me a lot.",0.4927
9514,Great customer support and easy to use.,0.8658
9518,"Fantastic app, highly recommend!",0.7707
9519,"Average app, could use more features.",0.0
9528,"Average app, could use more features.",0.0
9532,"Average app, could use more features.",0.0
9533,"Average app, could use more features.",0.0
9538,Great customer support and easy to use.,0.8658
9541,Did not meet my expectations.,0.0
9545,"Average app, could use more features.",0.0
9549,"Very useful app, helped me a lot.",0.4927
9551,"Fantastic app, highly recommend!",0.7707
9552,"Affordable and reliable, worth it.",0.2263
9560,"Average app, could use more features.",0.0
9561,"Very useful app, helped me a lot.",0.4927
9562,"Average app, could use more features.",0.0
9563,"Average app, could use more features.",0.0
9571,"Too many crashes, needs urgent updates.",0.2023
9572,"Fantastic app, highly recommend!",0.7707
9578,Great customer support and easy to use.,0.8658
9583,"Excellent design, works smoothly.",0.5719
9587,"Not satisfied with performance, too many bugs.",-0.3252
9588,"Average app, could use more features.",0.0
9589,"Too many crashes, needs urgent updates.",0.2023
9593,"Good experience overall, but UI can improve.",0.7003
9597,"Good experience overall, but UI can improve.",0.7003
9599,"Excellent design, works smoothly.",0.5719
9603,"Good experience overall, but UI can improve.",0.7003
9604,"Too many crashes, needs urgent updates.",0.2023
9608,"Not satisfied with performance, too many bugs.",-0.3252
9610,Did not meet my expectations.,0.0
9615,Great customer support and easy to use.,0.8658
9617,"Average app, could use more features.",0.0
9618,"Fantastic app, highly recommend!",0.7707
9623,"Not satisfied with performance, too many bugs.",-0.3252
9625,"Fantastic app, highly recommend!",0.7707
9627,"Affordable and reliable, worth it.",0.2263
9628,"Not satisfied with performance, too many bugs.",-0.3252
9629,"Average app, could use more features.",0.0
9633,Did not meet my expectations.,0.0
9634,"Very useful app, helped me a lot.",0.4927
9635,"Too many crashes, needs urgent updates.",0.2023
9639,"Fantastic app, highly recommend!",0.7707
9642,"Affordable and reliable, worth it.",0.2263
9646,"Good experience overall, but UI can improve.",0.7003
9648,"Excellent design, works smoothly.",0.5719
9649,"Fantastic app, highly recommend!",0.7707
9652,"Fantastic app, highly recommend!",0.7707
9661,"Too many crashes, needs urgent updates.",0.2023
9662,Great customer support and easy to use.,0.8658
9670,"Good experience overall, but UI can improve.",0.7003
9671,"Good experience overall, but UI can improve.",0.7003
9674,Great customer support and easy to use.,0.8658
9675,"Excellent design, works smoothly.",0.5719
9677,"Too many crashes, needs urgent updates.",0.2023
9678,"Affordable and reliable, worth it.",0.2263
9679,"Fantastic app, highly recommend!",0.7707
9685,Did not meet my expectations.,0.0
9689,Did not meet my expectations.,0.0
9690,"Average app, could use more features.",0.0
9693,"Average app, could use more features.",0.0
9694,"Too many crashes, needs urgent updates.",0.2023
9698,"Fantastic app, highly recommend!",0.7707
9703,"Very useful app, helped me a lot.",0.4927
9706,"Very useful app, helped me a lot.",0.4927
9710,"Good experience overall, but UI can improve.",0.7003
9711,"Not satisfied with performance, too many bugs.",-0.3252
9712,"Average app, could use more features.",0.0
9713,"Too many crashes, needs urgent updates.",0.2023
9716,"Average app, could use more features.",0.0
9721,"Fantastic app, highly recommend!",0.7707
9722,Great customer support and easy to use.,0.8658
9724,Great customer support and easy to use.,0.8658
9726,"Too many crashes, needs urgent updates.",0.2023
9732,Great customer support and easy to use.,0.8658
9733,"Affordable and reliable, worth it.",0.2263
9734,"Not satisfied with performance, too many bugs.",-0.3252
9739,"Excellent design, works smoothly.",0.5719
9744,"Affordable and reliable, worth it.",0.2263
9745,"Average app, could use more features.",0.0
9747,"Too many crashes, needs urgent updates.",0.2023
9752,"Excellent design, works smoothly.",0.5719
9753,"Fantastic app, highly recommend!",0.7707
9768,Did not meet my expectations.,0.0
9769,"Very useful app, helped me a lot.",0.4927
9770,"Average app, could use more features.",0.0
9773,Great customer support and easy to use.,0.8658
9775,"Not satisfied with performance, too many bugs.",-0.3252
9777,"Good experience overall, but UI can improve.",0.7003
9778,"Excellent design, works smoothly.",0.5719
9779,Great customer support and easy to use.,0.8658
9780,"Average app, could use more features.",0.0
9784,"Fantastic app, highly recommend!",0.7707
9785,"Fantastic app, highly recommend!",0.7707
9792,"Average app, could use more features.",0.0
9793,"Very useful app, helped me a lot.",0.4927
9795,"Affordable and reliable, worth it.",0.2263
9796,"Good experience overall, but UI can improve.",0.7003
9799,"Excellent design, works smoothly.",0.5719
9800,Did not meet my expectations.,0.0
9802,"Affordable and reliable, worth it.",0.2263
9804,"Good experience overall, but UI can improve.",0.7003
9806,"Fantastic app, highly recommend!",0.7707
9807,"Too many crashes, needs urgent updates.",0.2023
9809,Did not meet my expectations.,0.0
9812,"Good experience overall, but UI can improve.",0.7003
9815,"Affordable and reliable, worth it.",0.2263
9816,"Average app, could use more features.",0.0
9817,Did not meet my expectations.,0.0
9818,"Good experience overall, but UI can improve.",0.7003
9826,"Not satisfied with performance, too many bugs.",-0.3252
9829,"Good experience overall, but UI can improve.",0.7003
9832,"Affordable and reliable, worth it.",0.2263
9841,"Good experience overall, but UI can improve.",0.7003
9843,"Too many crashes, needs urgent updates.",0.2023
9853,"Average app, could use more features.",0.0
9867,"Very useful app, helped me a lot.",0.4927
9868,"Very useful app, helped me a lot.",0.4927
9869,"Very useful app, helped me a lot.",0.4927
9872,"Not satisfied with performance, too many bugs.",-0.3252
9873,Great customer support and easy to use.,0.8658
9874,"Good experience overall, but UI can improve.",0.7003
9875,"Average app, could use more features.",0.0
9876,"Affordable and reliable, worth it.",0.2263
9879,"Not satisfied with performance, too many bugs.",-0.3252
9882,"Average app, could use more features.",0.0
9884,"Excellent design, works smoothly.",0.5719
9886,"Too many crashes, needs urgent updates.",0.2023
9887,Did not meet my expectations.,0.0
9888,"Good experience overall, but UI can improve.",0.7003
9891,"Very useful app, helped me a lot.",0.4927
9893,"Affordable and reliable, worth it.",0.2263
9899,"Affordable and reliable, worth it.",0.2263
9906,Great customer support and easy to use.,0.8658
9910,Great customer support and easy to use.,0.8658
9912,Great customer support and easy to use.,0.8658
9913,"Very useful app, helped me a lot.",0.4927
9921,"Fantastic app, highly recommend!",0.7707
9926,"Very useful app, helped me a lot.",0.4927
9928,"Average app, could use more features.",0.0
9929,"Very useful app, helped me a lot.",0.4927
9935,"Affordable and reliable, worth it.",0.2263
9936,Great customer support and easy to use.,0.8658
9947,"Good experience overall, but UI can improve.",0.7003
9948,"Average app, could use more features.",0.0
9950,"Not satisfied with performance, too many bugs.",-0.3252
9951,"Fantastic app, highly recommend!",0.7707
9952,"Good experience overall, but UI can improve.",0.7003
9956,"Fantastic app, highly recommend!",0.7707
9957,"Average app, could use more features.",0.0
9958,"Too many crashes, needs urgent updates.",0.2023
9960,"Good experience overall, but UI can improve.",0.7003
9971,"Affordable and reliable, worth it.",0.2263
9973,"Too many crashes, needs urgent updates.",0.2023
9981,Great customer support and easy to use.,0.8658
9985,"Fantastic app, highly recommend!",0.7707
9987,"Average app, could use more features.",0.0
9990,Did not meet my expectations.,0.0
9991,"Average app, could use more features.",0.0
9992,Great customer support and easy to use.,0.8658
9994,"Good experience overall, but UI can improve.",0.7003
9997,"Average app, could use more features.",0.0
10000,"Too many crashes, needs urgent updates.",0.2023
10004,"Average app, could use more features.",0.0
10006,Great customer support and easy to use.,0.8658
10009,"Affordable and reliable, worth it.",0.2263
10014,"Very useful app, helped me a lot.",0.4927
10020,"Average app, could use more features.",0.0
10023,"Very useful app, helped me a lot.",0.4927
10024,Great customer support and easy to use.,0.8658
10026,"Average app, could use more features.",0.0
10029,"Too many crashes, needs urgent updates.",0.2023
10033,Did not meet my expectations.,0.0
10045,"Fantastic app, highly recommend!",0.7707
10046,"Excellent design, works smoothly.",0.5719
10048,"Average app, could use more features.",0.0
10050,"Good experience overall, but UI can improve.",0.7003
10055,"Excellent design, works smoothly.",0.5719
10056,"Affordable and reliable, worth it.",0.2263
10067,Great customer support and easy to use.,0.8658
10073,Great customer support and easy to use.,0.8658
10074,Great customer support and easy to use.,0.8658
10084,Great customer support and easy to use.,0.8658
10090,Great customer support and easy to use.,0.8658
10094,"Too many crashes, needs urgent updates.",0.2023
10096,"Fantastic app, highly recommend!",0.7707
10100,"Fantastic app, highly recommend!",0.7707
10108,"Good experience overall, but UI can improve.",0.7003
10113,"Excellent design, works smoothly.",0.5719
10114,"Too many crashes, needs urgent updates.",0.2023
10115,"Very useful app, helped me a lot.",0.4927
10120,Did not meet my expectations.,0.0
10121,"Too many crashes, needs urgent updates.",0.2023
10122,"Good experience overall, but UI can improve.",0.7003
10129,"Fantastic app, highly recommend!",0.7707
10130,Did not meet my expectations.,0.0
10131,"Very useful app, helped me a lot.",0.4927
10135,"Excellent design, works smoothly.",0.5719
10138,Did not meet my expectations.,0.0
10143,"Very useful app, helped me a lot.",0.4927
10145,Did not meet my expectations.,0.0
10146,Great customer support and easy to use.,0.8658
10149,Did not meet my expectations.,0.0
10156,"Affordable and reliable, worth it.",0.2263
10162,"Average app, could use more features.",0.0
10163,"Fantastic app, highly recommend!",0.7707
10165,"Affordable and reliable, worth it.",0.2263
10167,Great customer support and easy to use.,0.8658
10170,"Average app, could use more features.",0.0
10172,Did not meet my expectations.,0.0
10174,"Average app, could use more features.",0.0
10183,"Not satisfied with performance, too many bugs.",-0.3252
10184,"Fantastic app, highly recommend!",0.7707
10185,Great customer support and easy to use.,0.8658
10190,"Very useful app, helped me a lot.",0.4927
10191,"Not satisfied with performance, too many bugs.",-0.3252
10192,"Good experience overall, but UI can improve.",0.7003
10196,"Too many crashes, needs urgent updates.",0.2023
10197,Did not meet my expectations.,0.0
10199,"Not satisfied with performance, too many bugs.",-0.3252
10201,"Very useful app, helped me a lot.",0.4927
10203,"Too many crashes, needs urgent updates.",0.2023
10210,"Fantastic app, highly recommend!",0.7707
10212,"Affordable and reliable, worth it.",0.2263
10217,"Affordable and reliable, worth it.",0.2263
10218,"Fantastic app, highly recommend!",0.7707
10219,"Not satisfied with performance, too many bugs.",-0.3252
10231,"Good experience overall, but UI can improve.",0.7003
10234,"Average app, could use more features.",0.0
10235,Great customer support and easy to use.,0.8658
10237,"Good experience overall, but UI can improve.",0.7003
10238,"Very useful app, helped me a lot.",0.4927
10240,"Fantastic app, highly recommend!",0.7707
10242,Great customer support and easy to use.,0.8658
10246,"Fantastic app, highly recommend!",0.7707
10248,"Not satisfied with performance, too many bugs.",-0.3252
10252,"Affordable and reliable, worth it.",0.2263
10253,Did not meet my expectations.,0.0
10257,"Fantastic app, highly recommend!",0.7707
10261,"Average app, could use more features.",0.0
10264,"Good experience overall, but UI can improve.",0.7003
10272,"Fantastic app, highly recommend!",0.7707
10274,Great customer support and easy to use.,0.8658
10275,"Good experience overall, but UI can improve.",0.7003
10277,Did not meet my expectations.,0.0
10278,"Too many crashes, needs urgent updates.",0.2023
10279,Great customer support and easy to use.,0.8658
10282,Great customer support and easy to use.,0.8658
10285,"Not satisfied with performance, too many bugs.",-0.3252
10289,"Excellent design, works smoothly.",0.5719
10291,"Excellent design, works smoothly.",0.5719
10292,"Excellent design, works smoothly.",0.5719
10293,"Good experience overall, but UI can improve.",0.7003
10295,"Good experience overall, but UI can improve.",0.7003
10298,Did not meet my expectations.,0.0
10302,Great customer support and easy to use.,0.8658
10306,Did not meet my expectations.,0.0
10307,"Too many crashes, needs urgent updates.",0.2023
10312,"Excellent design, works smoothly.",0.5719
10315,"Good experience overall, but UI can improve.",0.7003
10320,"Fantastic app, highly recommend!",0.7707
10324,"Good experience overall, but UI can improve.",0.7003
10325,"Excellent design, works smoothly.",0.5719
10326,Great customer support and easy to use.,0.8658
10327,"Average app, could use more features.",0.0
10332,"Not satisfied with performance, too many bugs.",-0.3252
10334,Great customer support and easy to use.,0.8658
